>>>FABRIC CONTROLLER START
VERSION=ST1-03242020-1500
DEVICEID=ST1W0004
DEVICETYPE=NANO328BT8x8
SPEED=0
THRESHOLD=20
MYLOOPS=0
FORMAT=0
FLIPPED=1
NOISELEVEL=30
MODE=1
CABLEORIENTATION=11
SROUCE=USB
UniqueID: 59 38 32 31 32 35 11 1B 20 
SENSOR=8x8
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,014,000,000,000,000,000,000,000,043,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,#3859#
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,013,068,028,014,000,000,000,000,000,023,103,015,000,000,000,000,000,025,080,014,000,000,018,000,000,018,017,000,014,000,014,000,014,021,018,000,000,000,000,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,013,000,015,054,014,023,020,013,013,013,017,023,014,103,032,019,000,000,014,018,014,026,136,018,014,000,014,017,000,028,092,018,013,013,041,020,013,020,019,000,018,014,018,038,018,028,021,014,000,000,000,000,000,000,000,000,#60#
000,000,000,000,000,000,000,000,015,014,020,064,018,032,026,015,015,013,021,031,021,126,044,019,013,014,018,025,016,038,161,020,014,000,019,025,018,046,101,020,013,013,047,025,018,025,021,000,016,016,031,070,024,042,031,016,000,000,000,000,000,000,000,000,#60#
000,000,000,000,000,000,000,000,016,016,025,067,021,033,031,014,016,017,027,035,029,141,053,021,018,015,022,029,021,047,172,022,015,013,022,029,023,057,106,021,015,014,049,031,018,029,024,015,018,018,042,092,029,046,035,018,000,000,000,000,000,000,000,000,#60#
000,000,000,000,000,000,000,000,017,017,029,069,023,035,028,016,016,016,030,036,032,147,058,021,015,015,024,029,023,051,171,022,015,014,025,031,024,062,104,021,015,014,050,036,021,031,026,014,021,016,047,099,029,046,036,018,000,000,000,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,016,016,029,069,024,036,031,016,017,018,033,039,035,147,061,021,015,013,026,031,026,056,176,023,015,014,029,033,028,065,105,021,015,015,056,040,023,036,030,016,017,019,056,106,035,052,041,019,000,000,000,000,000,000,000,000,#60#
000,000,000,000,000,000,000,000,016,016,032,072,026,039,032,019,017,018,034,042,036,150,062,022,016,017,028,034,029,057,169,023,015,015,029,036,032,069,106,023,015,014,056,041,023,036,031,017,018,020,060,110,037,055,045,021,000,000,000,000,000,000,000,000,#60#
000,000,000,000,000,000,000,000,017,017,033,073,027,039,032,021,017,018,036,043,037,151,062,023,015,014,029,034,029,058,173,023,019,017,031,036,031,069,104,023,016,017,057,043,025,039,032,019,018,020,063,110,037,056,044,021,000,000,000,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,017,018,034,074,027,038,032,021,017,018,035,043,039,153,064,025,016,017,029,034,031,059,171,025,016,017,031,037,032,072,106,023,016,017,060,044,025,039,031,017,018,020,061,115,038,055,043,021,000,000,013,000,000,000,000,000,#61#
000,000,000,000,000,000,000,000,019,016,034,074,027,040,033,019,017,018,036,045,040,157,066,023,016,017,031,036,032,062,178,024,016,017,033,039,035,075,112,023,016,017,060,045,026,041,033,019,018,019,064,115,037,057,044,023,000,000,013,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,016,017,034,076,028,040,034,019,017,018,037,044,041,158,068,026,015,014,031,036,032,063,182,024,019,018,033,039,036,076,112,024,016,018,060,044,027,040,033,019,018,020,066,118,039,057,045,021,000,000,013,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,016,018,035,076,028,040,036,020,017,019,040,046,040,159,075,025,016,018,032,038,034,068,188,025,016,018,035,040,036,079,113,024,016,018,059,044,027,042,035,018,018,021,066,111,039,057,047,022,000,000,013,000,000,000,000,000,#61#
000,000,000,000,000,000,000,000,016,017,034,074,026,040,034,021,017,018,036,043,035,160,073,026,015,014,029,036,028,063,184,025,016,016,032,037,029,070,108,023,017,018,058,043,024,041,034,017,018,019,065,113,035,057,046,021,000,000,000,000,000,000,000,000,#94#
000,000,000,000,000,000,000,000,016,016,029,074,021,036,032,021,019,018,032,037,028,150,060,024,014,015,023,029,019,045,170,024,015,013,022,027,018,042,096,022,015,014,051,033,020,031,027,015,017,019,056,098,029,048,040,023,000,000,000,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,013,000,000,060,016,026,018,014,013,013,000,026,017,108,030,018,000,000,000,019,000,021,083,016,000,000,000,018,000,021,052,015,000,000,014,017,000,013,000,000,014,014,018,056,023,035,024,016,000,000,000,000,000,000,000,000,#61#
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,#58#
000,000,000,000,000,000,000,000,000,014,000,000,000,000,000,000,018,074,016,000,013,000,000,000,016,015,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,014,000,000,030,000,000,000,000,013,000,000,014,000,000,000,000,000,000,000,000,000,000,000,#2572#
000,000,000,000,000,000,000,000,000,016,000,000,000,000,000,000,019,089,017,000,014,000,000,000,015,015,000,000,000,000,000,000,000,015,000,000,000,000,000,000,000,017,000,000,026,000,000,000,013,017,000,000,022,000,000,000,000,014,000,000,000,000,000,000,#60#
000,000,000,000,000,000,000,000,000,018,000,000,000,000,000,000,028,112,028,049,032,013,014,016,018,020,000,000,013,000,000,000,018,035,017,018,021,000,000,000,019,024,014,018,078,000,000,000,016,024,015,017,061,000,000,000,013,015,000,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,013,018,000,000,000,000,000,000,040,136,050,063,048,014,000,017,041,043,025,024,028,000,000,000,029,050,043,030,033,013,000,014,026,033,033,033,109,000,013,013,027,042,056,055,084,015,000,016,015,014,000,000,000,000,000,000,#60#
000,000,000,000,000,000,000,000,018,017,000,000,000,000,000,000,058,142,060,074,052,000,014,015,053,049,034,030,034,013,000,014,036,058,058,038,039,000,013,013,032,037,038,040,117,000,013,013,035,052,070,069,090,000,014,014,018,014,000,000,000,000,000,000,#59#
000,000,000,000,000,000,000,000,020,016,000,000,000,000,000,000,065,149,065,083,057,013,000,017,061,056,040,036,038,014,000,014,041,063,062,041,042,000,013,000,036,039,042,046,121,000,000,016,043,059,077,091,097,016,014,014,019,000,000,000,000,000,000,000,#60#
